date,sales,promo,is_holiday
2023-04-26,251.0,1,0
2023-04-27,210.7,0,0
2023-04-28,208.5,0,0
2023-04-29,229.7,0,0
2023-04-30,228.1,0,0
2023-05-01,192.5,0,0
2023-05-02,191.9,0,0
2023-05-03,183.4,0,0
2023-05-04,219.3,0,0
2023-05-05,264.3,1,0
2023-05-06,242.4,0,0
2023-05-07,213.4,0,0
2023-05-08,202.0,0,0
2023-05-09,236.1,1,0
2023-05-10,176.5,0,0
2023-05-11,207.4,0,0
2023-05-12,237.6,1,0
2023-05-13,274.1,1,0
2023-05-14,221.0,0,0
2023-05-15,181.7,0,0
2023-05-16,174.7,0,0
2023-05-17,167.2,0,0
2023-05-18,173.1,0,0
2023-05-19,187.4,0,0
2023-05-20,242.7,0,0
2023-05-21,259.4,0,0
2023-05-22,206.6,0,0
2023-05-23,186.1,0,0
2023-05-24,178.7,0,0
2023-05-25,180.0,0,0
2023-05-26,192.0,0,0
2023-05-27,203.6,0,0
2023-05-28,185.3,0,0
2023-05-29,206.8,0,0
2023-05-30,194.9,0,0
2023-05-31,178.3,0,0
2023-06-01,217.6,0,0
2023-06-02,182.7,0,0
2023-06-03,217.2,0,0
2023-06-04,242.4,0,0
2023-06-05,160.6,0,0
2023-06-06,,0,0
2023-06-07,272.9,1,0
2023-06-08,226.3,1,0
2023-06-09,182.6,0,0
2023-06-10,208.5,0,0
2023-06-11,240.9,0,0
2023-06-12,273.8,1,0
2023-06-13,198.9,0,0
2023-06-14,200.0,0,0
2023-06-15,282.7,1,0
2023-06-16,170.0,0,0
2023-06-17,280.0,1,0
2023-06-18,221.9,0,0
2023-06-19,190.8,0,0
2023-06-20,186.8,0,0
2023-06-21,193.2,0,0
2023-06-22,201.8,1,0
2023-06-23,181.9,0,0
2023-06-24,192.3,0,0
2023-06-25,240.4,0,0
2023-06-26,179.5,0,0
2023-06-27,213.0,0,0
2023-06-28,191.2,0,0
2023-06-29,186.0,0,0
2023-06-30,,0,0
2023-07-01,244.6,0,0
2023-07-02,222.9,0,0
2023-07-03,155.7,0,0
2023-07-04,183.8,0,0
2023-07-05,201.7,0,0
2023-07-06,184.5,0,0
2023-07-07,178.7,0,0
2023-07-08,263.8,1,0
2023-07-09,222.4,0,0
2023-07-10,181.6,0,0
2023-07-11,179.9,0,0
2023-07-12,185.4,0,0
2023-07-13,171.8,0,0
2023-07-14,182.2,0,0
2023-07-15,235.7,0,0
2023-07-16,269.4,1,0
2023-07-17,193.0,0,0
2023-07-18,190.8,0,0
2023-07-19,202.5,0,0
2023-07-20,207.4,0,0
2023-07-21,,0,0
2023-07-22,215.0,0,0
2023-07-23,302.4,1,0
2023-07-24,189.7,0,0
2023-07-25,207.7,0,0
2023-07-26,182.9,0,0
2023-07-27,211.6,0,0
2023-07-28,218.8,0,0
2023-07-29,225.8,0,0
2023-07-30,287.3,1,0
2023-07-31,281.0,1,0
2023-08-01,220.5,0,0
2023-08-02,186.7,0,0
2023-08-03,211.8,0,0
2023-08-04,290.8,1,0
2023-08-05,235.2,0,0
2023-08-06,257.7,0,0
2023-08-07,193.5,0,0
2023-08-08,222.5,0,0
2023-08-09,196.2,0,0
2023-08-10,222.3,0,0
2023-08-11,201.8,0,0
2023-08-12,234.3,0,0
2023-08-13,322.9,1,0
2023-08-14,184.0,0,0
2023-08-15,,0,0
2023-08-16,224.0,0,0
2023-08-17,276.6,0,1
2023-08-18,205.2,0,0
2023-08-19,240.2,0,0
2023-08-20,214.7,0,0
2023-08-21,214.3,0,0
2023-08-22,223.8,0,0
2023-08-23,220.3,0,0
2023-08-24,206.6,0,0
2023-08-25,,0,0
2023-08-26,247.6,0,0
2023-08-27,268.9,0,0
2023-08-28,180.8,0,0
2023-08-29,196.2,0,0
2023-08-30,180.8,0,0
2023-08-31,331.7,1,0
2023-09-01,206.4,0,0
2023-09-02,262.9,0,0
2023-09-03,248.4,0,0
2023-09-04,215.7,0,0
2023-09-05,236.6,0,0
2023-09-06,230.2,0,0
2023-09-07,209.1,0,0
2023-09-08,295.0,1,0
2023-09-09,259.2,0,0
2023-09-10,259.1,0,0
2023-09-11,215.5,0,0
2023-09-12,199.0,0,0
2023-09-13,207.5,0,0
2023-09-14,210.4,0,0
2023-09-15,301.4,1,0
2023-09-16,278.9,0,0
2023-09-17,261.2,0,0
2023-09-18,308.7,1,0
2023-09-19,196.3,0,0
2023-09-20,220.3,0,0
2023-09-21,232.4,0,0
2023-09-22,216.8,0,0
2023-09-23,244.7,0,0
2023-09-24,336.7,1,0
2023-09-25,240.4,0,0
2023-09-26,286.2,1,0
2023-09-27,243.7,0,0
2023-09-28,228.9,0,0
2023-09-29,243.7,0,0
2023-09-30,260.2,0,0
2023-10-01,353.2,1,0
2023-10-02,242.9,0,0
2023-10-03,221.5,0,0
2023-10-04,255.4,0,0
2023-10-05,259.0,1,0
2023-10-06,233.6,0,0
2023-10-07,312.8,0,0
2023-10-08,304.2,0,0
2023-10-09,324.1,1,0
2023-10-10,253.6,0,0
2023-10-11,232.3,0,0
2023-10-12,344.3,1,0
2023-10-13,234.6,0,0
2023-10-14,292.0,0,0
2023-10-15,295.1,0,0
2023-10-16,249.6,0,0
2023-10-17,244.9,0,0
2023-10-18,250.5,0,0
2023-10-19,257.6,0,0
2023-10-20,261.2,0,0
2023-10-21,0.0,0,0
2023-10-22,341.4,1,0
2023-10-23,251.6,0,0
2023-10-24,260.2,0,0
2023-10-25,270.1,0,0
2023-10-26,255.0,0,0
2023-10-27,263.0,0,0
2023-10-28,340.0,1,0
2023-10-29,306.9,0,0
2023-10-30,273.6,0,0
2023-10-31,358.0,1,0
2023-11-01,284.2,0,0
2023-11-02,264.0,0,0
2023-11-03,264.1,0,0
2023-11-04,369.5,1,0
2023-11-05,311.9,0,0
2023-11-06,248.4,0,0
2023-11-07,217.6,0,0
2023-11-08,300.5,0,0
2023-11-09,395.3,1,0
2023-11-10,312.0,1,0
2023-11-11,297.3,0,0
2023-11-12,284.7,0,0
2023-11-13,274.8,0,0
2023-11-14,271.7,0,0
2023-11-15,276.3,0,0
2023-11-16,280.6,0,0
2023-11-17,289.1,0,0
2023-11-18,280.1,0,0
2023-11-19,276.6,0,0
2023-11-20,270.9,0,0
2023-11-21,283.1,0,0
2023-11-22,285.5,0,0
2023-11-23,265.4,0,0
2023-11-24,300.3,0,0
2023-11-25,343.2,1,0
2023-11-26,297.3,0,0
2023-11-27,358.0,1,0
2023-11-28,294.5,0,0
2023-11-29,286.1,0,0
2023-11-30,302.3,0,0
2023-12-01,297.0,0,0
2023-12-02,309.0,0,0
2023-12-03,325.0,0,0
2023-12-04,286.1,0,0
2023-12-05,268.9,0,0
2023-12-06,279.4,0,0
2023-12-07,321.4,1,0
2023-12-08,269.9,0,0
2023-12-09,305.6,0,0
2023-12-10,335.0,0,0
2023-12-11,288.7,0,0
2023-12-12,280.9,0,0
2023-12-13,333.3,1,0
2023-12-14,272.7,0,0
2023-12-15,303.9,0,0
2023-12-16,335.3,0,0
2023-12-17,316.2,0,0
2023-12-18,285.7,0,0
2023-12-19,278.5,0,0
2023-12-20,278.9,0,0
2023-12-21,270.8,0,0
2023-12-22,292.9,0,0
2023-12-23,324.2,0,0
2023-12-24,328.3,0,0
2023-12-25,385.6,0,1
2023-12-26,301.8,0,0
2023-12-27,308.9,0,0
2023-12-28,260.8,0,0
2023-12-29,284.9,0,0
2023-12-30,313.3,0,0
2023-12-31,485.1,1,1
2024-01-01,341.9,0,1
2024-01-02,304.0,0,0
2024-01-03,293.5,0,0
2024-01-04,293.9,0,0
2024-01-05,304.6,0,0
2024-01-06,343.3,0,0
2024-01-07,326.1,0,0
2024-01-08,305.6,0,0
2024-01-09,301.0,0,0
2024-01-10,290.7,0,0
2024-01-11,295.2,0,0
2024-01-12,281.9,0,0
2024-01-13,372.4,1,0
2024-01-14,350.9,0,0
2024-01-15,322.6,0,0
2024-01-16,298.6,0,0
2024-01-17,293.5,0,0
2024-01-18,284.1,0,0
2024-01-19,391.3,1,0
2024-01-20,311.6,0,0
2024-01-21,294.1,0,0
2024-01-22,294.1,0,0
2024-01-23,326.2,0,0
2024-01-24,382.4,1,0
2024-01-25,307.9,0,0
2024-01-26,314.6,0,0
2024-01-27,321.7,0,0
2024-01-28,311.5,0,0
2024-01-29,300.6,0,0
2024-01-30,306.4,0,0
2024-01-31,333.5,1,0
2024-02-01,330.8,0,0
2024-02-02,277.7,0,0
2024-02-03,325.2,0,0
2024-02-04,381.7,1,0
2024-02-05,305.9,0,0
2024-02-06,298.9,0,0
2024-02-07,295.9,0,0
2024-02-08,299.7,0,0
2024-02-09,356.4,1,0
2024-02-10,319.8,0,0
2024-02-11,386.6,1,0
2024-02-12,374.9,1,0
2024-02-13,297.5,0,0
2024-02-14,300.6,0,0
2024-02-15,300.0,0,0
2024-02-16,279.8,0,0
2024-02-17,373.6,1,0
2024-02-18,399.9,1,0
2024-02-19,295.6,0,0
2024-02-20,297.9,0,0
2024-02-21,304.4,0,0
2024-02-22,314.5,0,0
2024-02-23,298.7,0,0
2024-02-24,317.8,0,0
2024-02-25,312.1,0,0
2024-02-26,354.2,1,0
2024-02-27,370.7,1,0
2024-02-28,301.7,1,0
2024-02-29,384.1,1,0
2024-03-01,337.0,1,0
2024-03-02,315.9,0,0
2024-03-03,361.2,1,0
2024-03-04,290.0,0,0
2024-03-05,305.7,0,0
2024-03-06,305.9,0,0
2024-03-07,354.5,1,0
2024-03-08,271.3,0,0
2024-03-09,320.4,0,0
2024-03-10,320.1,0,0
2024-03-11,,1,0
2024-03-12,294.3,0,0
2024-03-13,,0,0
2024-03-14,318.1,0,0
2024-03-15,305.4,0,0
2024-03-16,295.8,0,0
2024-03-17,330.9,0,0
2024-03-18,278.4,0,0
2024-03-19,300.6,0,0
2024-03-20,296.8,1,0
2024-03-21,264.2,0,0
2024-03-22,287.1,0,0
2024-03-23,354.3,0,0
2024-03-24,306.2,0,0
2024-03-25,276.4,0,0
2024-03-26,278.3,0,0
2024-03-27,264.4,0,0
2024-03-28,284.7,0,0
2024-03-29,278.1,0,0
2024-03-30,365.5,1,0
2024-03-31,317.3,0,0
2024-04-01,241.6,0,0
2024-04-02,291.0,0,0
2024-04-03,279.6,0,0
2024-04-04,269.1,0,0
2024-04-05,248.4,0,0
2024-04-06,309.3,0,0
2024-04-07,336.7,1,0
2024-04-08,256.3,0,0
2024-04-09,259.3,0,0
2024-04-10,275.3,0,0
2024-04-11,256.7,0,0
2024-04-12,276.5,0,0
2024-04-13,310.7,0,0
2024-04-14,313.8,0,0
2024-04-15,249.8,0,0
2024-04-16,244.8,0,0
2024-04-18,234.5,0,0
2024-04-19,263.5,0,0
2024-04-20,309.8,0,0
2024-04-21,268.9,0,0
2024-04-22,239.7,0,0
2024-04-23,267.7,0,0
2024-04-24,244.6,0,0
2024-04-25,319.0,1,0
2024-04-26,329.3,1,0
2024-04-27,302.1,0,0
2024-04-28,292.8,0,0
2024-04-29,335.5,1,0
2024-04-30,214.5,0,0
2024-05-01,263.9,0,0
2024-05-02,246.9,0,0
2024-05-03,268.5,0,0
2024-05-04,282.3,0,0
2024-05-05,265.8,0,0
2024-05-06,267.2,0,0
2024-05-07,264.4,0,0
2024-05-08,258.7,0,0
2024-05-09,260.3,0,0
2024-05-10,301.6,1,0
2024-05-11,276.0,0,0
2024-05-12,284.7,0,0
2024-05-13,260.2,0,0
2024-05-14,254.0,0,0
2024-05-15,332.4,1,0
2024-05-16,223.5,0,0
2024-05-17,232.5,0,0
2024-05-18,340.6,1,0
2024-05-19,288.8,0,0
2024-05-20,284.0,1,0
2024-05-21,244.0,0,0
2024-05-22,258.8,0,0
2024-05-23,249.8,0,0
2024-05-24,243.8,0,0
2024-05-25,294.5,0,0
2024-05-26,269.7,0,0
2024-05-27,226.0,0,0
2024-05-28,317.3,1,0
2024-05-29,280.9,1,0
2024-05-30,248.1,0,0
2024-05-31,301.3,1,0
2024-06-01,347.7,1,0
2024-06-02,300.8,0,0
2024-06-03,249.6,0,0
2024-06-04,240.0,0,0
2024-06-05,231.0,0,0
2024-06-06,243.5,0,0
2024-06-07,276.1,1,0
2024-06-08,333.8,1,0
2024-06-09,311.8,0,0
2024-06-10,226.8,0,0
2024-06-11,252.7,0,0
2024-06-12,317.0,1,0
2024-06-13,245.3,0,0
2024-06-14,239.3,0,0
2024-06-15,257.0,0,0
2024-06-16,278.0,0,0
2024-06-17,256.5,0,0
2024-06-18,259.4,0,0
2024-06-19,233.7,0,0
2024-06-20,235.6,0,0
2024-06-21,239.8,0,0
2024-06-22,262.2,0,0
2024-06-23,394.3,1,0
2024-06-24,241.9,0,0
2024-06-25,244.1,0,0
2024-06-26,296.0,1,0
2024-06-27,236.7,0,0
2024-06-28,239.5,0,0
2024-06-29,281.7,1,0
2024-06-30,340.6,1,0
2024-07-01,258.0,0,0
2024-07-02,256.8,0,0
2024-07-03,247.4,0,0
2024-07-04,258.8,0,0
2024-07-05,252.7,0,0
2024-07-06,263.3,0,0
2024-07-07,283.4,0,0
2024-07-08,300.9,1,0
2024-07-09,234.8,0,0
2024-07-10,216.0,0,0
2024-07-11,250.3,0,0
2024-07-12,242.5,0,0
2024-07-13,258.4,0,0
2024-07-14,275.6,0,0
2024-07-15,231.9,0,0
2024-07-16,239.6,0,0
2024-07-17,259.9,0,0
2024-07-18,255.3,0,0
2024-07-19,246.1,0,0
2024-07-20,260.5,0,0
2024-07-21,268.6,0,0
2024-07-22,219.6,0,0
2024-07-23,226.7,0,0
2024-07-24,253.6,0,0
2024-07-25,240.2,0,0
2024-07-26,243.4,0,0
2024-07-27,285.7,0,0
2024-07-28,328.0,1,0
2024-07-29,235.1,0,0
2024-07-30,285.1,0,0
2024-07-31,253.7,0,0
2024-08-01,245.6,0,0
2024-08-02,288.1,1,0
2024-08-03,298.5,0,0
2024-08-04,275.1,0,0
2024-08-05,318.8,1,0
2024-08-06,264.9,0,0
2024-08-07,247.6,0,0
2024-08-08,258.7,0,0
2024-08-09,245.4,0,0
2024-08-10,345.0,1,0
2024-08-11,317.6,0,0
2024-08-12,287.3,1,0
2024-08-13,255.4,0,0
2024-08-14,240.4,0,0
2024-08-15,257.8,0,0
2024-08-16,270.3,0,0
2024-08-17,460.9,0,1
2024-08-17,460.9,0,1
2024-08-18,350.1,1,0
2024-08-19,231.4,0,0
2024-08-20,289.2,0,0
2024-08-21,259.5,0,0
2024-08-22,264.2,0,0
2024-08-23,258.1,0,0
2024-08-24,295.9,0,0
2024-08-25,301.2,0,0
2024-08-26,244.8,0,0
2024-08-27,280.3,0,0
2024-08-28,252.7,0,0
2024-08-29,254.2,0,0
2024-08-30,247.8,0,0
2024-08-31,323.9,0,0
2024-09-01,308.2,0,0
2024-09-02,256.4,0,0
2024-09-03,263.1,0,0
2024-09-04,280.7,0,0
2024-09-05,275.9,0,0
2024-09-06,255.1,0,0
2024-09-07,370.3,1,0
2024-09-08,297.4,0,0
2024-09-09,278.6,0,0
2024-09-10,278.7,0,0
2024-09-11,286.7,0,0
2024-09-12,260.5,0,0
2024-09-13,336.8,1,0
2024-09-14,316.2,0,0
2024-09-15,345.2,0,0
2024-09-16,266.3,0,0
2024-09-17,312.1,0,0
2024-09-18,278.7,0,0
2024-09-19,314.7,0,0
2024-09-20,312.8,0,0
2024-09-21,302.1,0,0
2024-09-22,333.2,0,0
2024-09-23,286.2,0,0
2024-09-24,291.5,0,0
2024-09-25,290.3,0,0
2024-09-26,343.2,1,0
2024-09-27,269.7,0,0
2024-09-28,328.0,0,0
2024-09-29,330.2,0,0
2024-09-30,313.8,0,0
2024-10-01,282.9,0,0
2024-10-02,268.6,0,0
2024-10-03,305.0,0,0
2024-10-04,288.6,0,0
2024-10-05,439.8,1,0
2024-10-06,360.0,0,0
2024-10-07,279.9,0,0
2024-10-08,286.1,0,0
2024-10-09,303.9,0,0
2024-10-10,280.3,0,0
2024-10-11,303.1,0,0
2024-10-12,325.1,0,0
2024-10-13,368.4,1,0
2024-10-14,313.3,0,0
2024-10-15,355.8,1,0
2024-10-16,298.9,0,0
2024-10-17,312.0,0,0
2024-10-18,290.9,0,0
2024-10-19,353.9,0,0
2024-10-20,355.7,0,0
2024-10-21,326.6,0,0
2024-10-22,2940.0,0,0
2024-10-23,375.7,1,0
2024-10-24,312.6,0,0
2024-10-25,334.1,0,0
2024-10-26,367.5,0,0
2024-10-28,299.1,0,0
2024-10-29,299.0,0,0
2024-10-30,312.2,0,0
2024-10-31,306.8,0,0
2024-11-01,371.5,1,0
2024-11-02,371.5,0,0
2024-11-03,341.2,0,0
2024-11-04,306.3,0,0
2024-11-05,335.8,0,0
2024-11-06,328.3,0,0
2024-11-07,316.5,0,0
2024-11-08,325.2,0,0
2024-11-09,332.2,0,0
2024-11-10,353.3,0,0
2024-11-11,,0,0
2024-11-12,314.6,0,0
2024-11-13,368.1,0,0
2024-11-14,368.5,0,0
2024-11-15,375.7,1,0
2024-11-16,351.6,0,0
2024-11-17,402.9,0,0
2024-11-18,350.2,0,0
2024-11-19,,0,0
2024-11-20,335.0,0,0
2024-11-21,326.6,0,0
2024-11-22,333.2,0,0
2024-11-23,390.2,0,0
2024-11-24,362.5,0,0
2024-11-25,338.8,0,0
2024-11-26,412.9,1,0
2024-11-27,320.5,0,0
2024-11-28,364.6,1,0
2024-11-29,312.8,0,0
2024-11-30,373.0,0,0
2024-12-01,367.0,0,0
2024-12-02,401.4,1,0
2024-12-03,359.2,0,0
2024-12-04,349.4,0,0
2024-12-05,351.0,0,0
2024-12-06,339.1,0,0
2024-12-07,349.8,0,0
2024-12-08,379.9,0,0
2024-12-09,348.3,0,0
2024-12-10,355.6,0,0
2024-12-11,354.2,0,0
2024-12-12,361.3,0,0
2024-12-13,353.4,0,0
2024-12-14,434.3,1,0
2024-12-15,398.8,0,0
2024-12-16,329.5,0,0
2024-12-17,325.9,0,0
2024-12-18,333.1,0,0
2024-12-19,343.9,0,0
2024-12-20,406.1,1,0
2024-12-21,382.1,0,0
2024-12-22,381.9,0,0
2024-12-23,344.4,0,0
2024-12-24,329.9,0,0
2024-12-25,437.4,0,1
2024-12-26,328.4,0,0
2024-12-27,351.7,0,0
2024-12-28,358.9,0,0
2024-12-29,383.9,0,0
2024-12-30,344.6,0,0
2024-12-31,439.3,0,1
2025-01-01,,1,1
2025-01-02,342.1,0,0
2025-01-03,363.7,0,0
2025-01-04,388.2,0,0
2025-01-05,405.8,0,0
2025-01-06,,0,0
2025-01-07,358.6,0,0
2025-01-08,357.3,0,0
2025-01-09,336.1,0,0
2025-01-10,344.9,0,0
2025-01-11,384.8,0,0
2025-01-12,432.4,1,0
2025-01-13,341.1,0,0
2025-01-14,320.4,0,0
2025-01-15,362.4,0,0
2025-01-16,358.7,0,0
2025-01-17,342.6,0,0
2025-01-18,393.7,0,0
2025-01-19,375.7,0,0
2025-01-20,338.5,0,0
2025-01-21,359.3,0,0
2025-01-22,367.2,0,0
2025-01-23,367.7,0,0
2025-01-24,354.2,0,0
2025-01-25,387.1,0,0
2025-01-26,384.3,0,0
2025-01-27,361.8,0,0
2025-01-28,340.0,0,0
2025-01-29,345.3,0,0
2025-01-30,367.6,0,0
2025-01-31,330.0,0,0
2025-02-01,381.3,0,0
2025-02-02,388.2,0,0
2025-02-03,372.6,1,0
2025-02-04,350.5,0,0
2025-02-05,394.6,1,0
2025-02-06,367.2,0,0
2025-02-07,345.7,0,0
2025-02-08,388.4,0,0
2025-02-09,387.6,0,0
2025-02-10,411.6,1,0
2025-02-11,346.3,0,0
2025-02-12,358.6,0,0
2025-02-13,368.2,0,0
2025-02-14,341.0,0,0
2025-02-15,375.8,0,0
2025-02-16,369.9,0,0
2025-02-17,340.0,0,0
2025-02-18,333.0,0,0
2025-02-19,346.4,0,0
2025-02-20,345.7,0,0
2025-02-21,3372.0,0,0
2025-02-22,372.3,0,0
2025-02-23,459.0,1,0
2025-02-24,351.9,0,0
2025-02-25,421.0,1,0
2025-02-26,365.7,0,0
2025-02-27,326.0,0,0
2025-02-28,340.5,0,0
2025-03-01,394.3,0,0
2025-03-02,440.4,1,0
2025-03-03,349.1,0,0
2025-03-04,341.7,0,0
2025-03-05,341.8,0,0
2025-03-06,408.9,1,0
2025-03-07,367.2,0,0
2025-03-08,424.3,1,0
2025-03-09,433.3,1,0
2025-03-10,320.9,0,0
2025-03-11,334.6,0,0
2025-03-12,325.2,0,0
2025-03-13,336.4,0,0
2025-03-14,348.9,0,0
2025-03-15,418.8,1,0
2025-03-16,373.4,0,0
2025-03-17,325.2,0,0
2025-03-18,343.5,0,0
2025-03-19,340.0,0,0
2025-03-20,322.8,0,0
2025-03-21,314.4,0,0
2025-03-22,370.6,0,0
2025-03-23,342.5,0,0
2025-03-24,331.5,0,0
2025-03-25,337.5,0,0
2025-03-26,294.8,0,0
2025-03-27,392.9,1,0
2025-03-28,333.5,0,0
2025-03-29,431.0,1,0
2025-03-30,349.0,0,0
2025-03-31,331.9,0,0
2025-04-01,331.7,0,0
2025-04-02,332.5,0,0
2025-04-03,321.5,0,0
2025-04-04,336.9,0,0
2025-04-05,373.9,0,0
2025-04-06,444.3,1,0
2025-04-07,326.3,0,0
2025-04-08,393.9,1,0
2025-04-09,320.5,0,0
2025-04-10,342.6,0,0
2025-04-11,313.6,0,0
2025-04-12,356.0,0,0
2025-04-13,370.3,0,0
2025-04-14,325.6,0,0
2025-04-15,322.4,0,0
2025-04-16,320.6,0,0
2025-04-17,371.9,1,0
2025-04-18,321.4,0,0
2025-04-19,414.4,1,0
2025-04-20,361.5,0,0
2025-04-21,298.1,0,0
2025-04-22,301.2,0,0
2025-04-23,329.3,0,0
2025-04-23,329.3,0,0
2025-04-24,335.0,0,0
2025-04-25,315.6,0,0
2025-04-26,339.3,0,0
2025-04-27,366.8,0,0
2025-04-28,322.5,0,0
2025-04-29,317.3,0,0
2025-04-30,294.7,0,0
2025-05-01,297.9,0,0
2025-05-02,289.8,0,0
2025-05-03,342.5,0,0
2025-05-04,352.1,0,0
2025-05-05,299.3,0,0
2025-05-06,285.0,0,0
2025-05-07,302.4,0,0
2025-05-08,301.5,0,0
2025-05-09,293.4,0,0
2025-05-10,348.9,0,0
2025-05-11,404.5,1,0
2025-05-12,313.6,0,0
2025-05-13,313.9,0,0
2025-05-14,291.3,0,0
2025-05-15,314.4,0,0
2025-05-16,303.0,0,0
2025-05-17,,1,0
2025-05-18,319.3,0,0
2025-05-19,307.3,0,0
2025-05-20,291.9,0,0
2025-05-21,319.4,0,0
2025-05-22,,1,0
2025-05-23,280.1,0,0
2025-05-24,329.0,0,0
2025-05-25,328.0,0,0
2025-05-26,292.0,0,0
2025-05-27,350.4,1,0
2025-05-28,300.7,0,0
2025-05-29,298.9,0,0
2025-05-30,306.8,0,0
2025-05-31,332.7,0,0
2025-06-01,360.7,1,0
2025-06-02,309.3,0,0
2025-06-03,301.5,0,0
2025-06-04,294.1,0,0
2025-06-05,275.3,0,0
2025-06-06,288.2,0,0
2025-06-07,314.6,0,0
2025-06-08,331.4,0,0
2025-06-09,278.8,0,0
2025-06-10,316.1,0,0
2025-06-11,299.6,0,0
2025-06-12,305.6,0,0
2025-06-13,,0,0
2025-06-14,292.6,0,0
2025-06-15,422.1,1,0
2025-06-16,315.6,0,0
2025-06-17,291.5,0,0
2025-06-18,302.8,0,0
2025-06-19,320.0,0,0
2025-06-20,309.4,0,0
2025-06-21,318.4,0,0
2025-06-22,326.7,0,0
2025-06-22,326.7,0,0
2025-06-23,315.9,0,0
2025-06-24,323.0,0,0
2025-06-25,305.1,0,0
2025-06-26,299.2,0,0
2025-06-27,310.6,0,0
2025-06-28,341.6,0,0
2025-06-29,360.6,0,0
2025-06-30,296.6,0,0
2025-07-01,296.2,0,0
2025-07-02,291.2,0,0
2025-07-03,319.4,0,0
2025-07-04,290.6,0,0
2025-07-05,338.8,0,0
2025-07-06,329.2,0,0
2025-07-07,313.2,0,0
2025-07-08,368.2,1,0
2025-07-09,298.4,0,0
2025-07-10,309.4,0,0
2025-07-11,293.7,0,0
2025-07-12,333.7,0,0
2025-07-13,355.7,0,0
2025-07-14,308.4,0,0
2025-07-15,281.6,0,0
2025-07-16,296.2,0,0
2025-07-17,290.1,0,0
2025-07-18,306.7,0,0
2025-07-19,322.9,0,0
2025-07-20,327.5,0,0
2025-07-21,316.2,0,0
