date,sales,promo,is_holiday,day_of_week,is_weekend,month,day_of_year,week_of_year,sales_lag_1,sales_lag_7,sales_lag_14,sales_lag_30,sales_rolling_mean7,sales_rolling_std7,sales_rolling_mean30,sales_rolling_std30
2023-03-13,213.3,0,0,0,0,3,72,11,259.4,221.4,219.6,258.75,242.71428571428572,15.553609288675103,243.965,20.11218600406414
2023-03-14,230.4,0,0,1,0,3,73,11,213.3,243.7,218.2,291.2,241.55714285714288,17.57373581445303,242.45,20.664303721051596
2023-03-15,241.2,0,0,2,0,3,74,11,230.4,262.6,211.6,258.2,239.65714285714284,18.01683075560709,240.42333333333332,18.59626275641836
2023-03-16,213.9,0,0,3,0,3,75,11,241.2,243.7,290.3,242.7,236.6,15.04559736268386,239.85666666666668,18.292422273818296
2023-03-17,226.6,0,0,4,0,3,76,11,213.9,224.8,261.6,227.0,232.34285714285716,16.8138689918826,238.89666666666665,18.8842067444683
2023-03-18,244.7,0,0,5,1,3,77,11,226.6,243.4,238.5,228.5,232.59999999999997,16.69261313675405,238.88333333333333,18.893035267240712
2023-03-19,253.4,0,0,6,1,3,78,11,244.7,259.4,258.5,232.15,232.78571428571428,16.839381280342884,239.42333333333332,18.8173880215621
2023-03-20,219.6,0,0,0,0,3,79,12,253.4,213.3,221.4,235.8,231.92857142857142,15.345326572577349,240.13166666666666,18.933752398430247
2023-03-21,236.8,0,0,1,0,3,80,12,219.6,230.4,243.7,230.35,232.82857142857142,14.21369225848964,239.59166666666667,19.289232673345058
2023-03-22,241.1,0,0,2,0,3,81,12,236.8,241.2,262.6,224.9,233.74285714285716,14.237258296790301,239.8066666666667,19.218488464251823
2023-03-23,226.8,0,0,3,0,3,82,12,241.1,213.9,243.7,227.8,233.72857142857143,14.228576209599522,240.34666666666666,19.01167941090408
2023-03-24,212.5,0,0,4,0,3,83,12,226.8,226.6,224.8,255.1,235.57142857142858,11.8727579337061,240.31333333333333,19.03529812513188
2023-03-25,257.3,0,0,5,1,3,84,12,212.5,244.7,243.4,244.6,233.55714285714288,14.544054586308604,238.89333333333335,19.477997017560558
2023-03-26,271.0,0,0,6,1,3,85,12,257.3,253.4,259.4,240.5,235.35714285714286,16.763338683255316,239.31666666666666,19.74251640553945
2023-03-27,243.1,0,0,0,0,3,86,13,271.0,219.6,213.3,250.3,237.87142857142857,20.763245915616874,240.33333333333334,20.573389798866337
2023-03-28,198.6,0,0,1,0,3,87,13,243.1,236.8,230.4,273.8,241.22857142857143,19.15408696907912,240.0933333333333,20.494960412229545
2023-03-29,203.0,0,0,2,0,3,88,13,198.6,241.1,241.2,219.6,235.77142857142857,25.134286959298866,237.58666666666667,20.826305205334762
2023-03-30,295.4,1,0,3,0,3,89,13,203.0,226.8,213.9,218.2,230.32857142857145,27.77467157235855,237.03333333333333,21.529327765236783
2023-03-31,226.0,0,0,4,0,3,90,13,295.4,212.5,226.6,211.6,240.1285714285714,36.919178136650245,239.60666666666665,23.704472636793916
2023-04-01,281.8,0,0,5,1,4,91,13,226.0,257.3,244.7,290.3,242.05714285714285,35.56308278457952,240.08666666666664,23.25941757110723
2023-04-02,244.1,1,0,6,1,4,92,13,281.8,271.0,253.4,261.6,245.55714285714288,38.40528857431212,239.8033333333333,22.670982263272467
2023-04-03,206.4,0,0,0,0,4,93,14,244.1,243.1,219.6,238.5,241.71428571428572,36.74508713517261,239.22,22.313122781804157
2023-04-04,287.8,1,0,1,0,4,94,14,206.4,198.6,236.8,258.5,236.4714285714286,39.059728377862285,238.15,23.10446665280008
2023-04-05,231.5,0,0,2,0,4,95,14,287.8,203.0,241.1,221.4,249.21428571428572,39.19542611799783,239.12666666666667,24.56733089137773
2023-04-06,201.0,0,0,3,0,4,96,14,231.5,295.4,226.8,243.7,253.28571428571428,34.832189546042414,239.4633333333333,24.384555362562807
2023-04-07,226.5,0,0,4,0,4,97,14,201.0,226.0,212.5,262.6,239.8,34.075455487295635,238.04,25.35560333909768
2023-04-08,266.6,0,0,5,1,4,98,14,226.5,281.8,257.3,243.7,239.8714285714286,34.04221468929982,236.83666666666667,25.004020136540294
2023-04-09,257.7,0,0,6,1,4,99,14,266.6,244.1,271.0,224.8,237.70000000000002,31.29600613496872,237.6,25.564050728614564
2023-04-10,199.7,0,0,0,0,4,100,15,257.7,206.4,243.1,243.4,239.64285714285714,32.169491610471404,238.6966666666667,25.70132806622689
2023-04-11,230.0,0,0,1,0,4,101,15,199.7,287.8,198.6,259.4,238.68571428571428,33.399572281264746,237.23999999999998,26.6465705886881
2023-04-12,206.5,0,0,2,0,4,102,15,230.0,231.5,203.0,213.3,230.42857142857142,25.426869927022377,236.26000000000002,26.3423691757805
2023-04-13,214.1,0,0,3,0,4,103,15,206.5,201.0,295.4,230.4,226.85714285714286,26.96076514386894,236.03333333333333,26.57497310256976
2023-04-14,212.3,0,0,4,0,4,104,15,214.1,226.5,226.0,241.2,228.72857142857143,25.26834081650492,235.49000000000004,26.859228812715397
2023-04-15,269.1,0,0,5,1,4,105,15,212.3,266.6,281.8,213.9,226.7,26.035424585232608,234.52666666666664,27.163907764853708
2023-04-16,235.0,0,0,6,1,4,106,15,269.1,257.7,244.1,226.6,227.05714285714288,26.683069360105332,236.36666666666667,27.584820080083578
2023-04-17,215.4,0,0,0,0,4,107,16,235.0,199.7,206.4,244.7,223.81428571428572,23.53156947389536,236.64666666666665,27.524831839924094
2023-04-18,214.3,0,0,1,0,4,108,16,215.4,230.0,287.8,253.4,226.05714285714288,21.51161369608346,235.67,27.748142528701106
2023-04-19,213.5,0,0,2,0,4,109,16,214.3,206.5,231.5,219.6,223.81428571428572,21.847839601161876,234.36666666666667,27.804853624097348
2023-04-20,195.3,0,0,3,0,4,110,16,213.5,214.1,201.0,236.8,224.81428571428572,21.069601212127793,234.16333333333333,27.938546889537022
2023-04-21,188.0,0,0,4,0,4,111,16,195.3,212.3,226.5,241.1,222.12857142857143,23.69730746208064,232.78,28.817085449314828
2023-04-22,244.1,0,0,5,1,4,112,16,188.0,269.1,266.6,226.8,218.65714285714287,26.93565525116339,231.01000000000002,29.89887957766996
2023-04-23,263.6,0,0,6,1,4,113,16,244.1,235.0,257.7,212.5,215.08571428571426,19.860969141461783,231.58666666666667,29.98160048790093
2023-04-24,202.9,0,0,0,0,4,114,17,263.6,215.4,199.7,257.3,219.17142857142858,26.479407992231422,233.29,30.30961324683016
2023-04-25,223.2,0,0,1,0,4,115,17,202.9,214.3,230.0,271.0,217.3857142857143,27.18813641838594,231.47666666666666,30.450600847175945
2023-04-26,251.0,1,0,2,0,4,116,17,223.2,213.5,206.5,243.1,218.65714285714284,27.227856883643856,229.88333333333333,29.548429952261227
2023-04-27,210.7,0,0,3,0,4,117,17,251.0,195.3,214.1,198.6,224.0142857142857,29.62743259050238,230.14666666666668,29.705064392704532
2023-04-28,208.5,0,0,4,0,4,118,17,210.7,188.0,212.3,203.0,226.21428571428572,27.645338882074903,230.55,29.341881917879235
2023-04-29,229.7,0,0,5,1,4,119,17,208.5,244.1,269.1,295.4,229.14285714285714,23.731193054912424,230.73333333333332,29.180547764154493
2023-04-30,228.1,0,0,6,1,4,120,17,229.7,263.6,235.0,226.0,227.08571428571432,22.825382696421446,228.54333333333335,26.502461607638995
2023-05-01,192.5,0,0,0,0,5,121,18,228.1,202.9,215.4,281.8,222.0142857142857,16.39963704592563,228.61333333333334,26.49828534899556
2023-05-02,191.9,0,0,1,0,5,122,18,192.5,223.2,214.3,244.1,220.5285714285714,18.725981441632975,225.63666666666668,25.306500232608244
2023-05-03,183.4,0,0,2,0,5,123,18,191.9,251.0,213.5,206.4,216.05714285714288,21.511536218415305,223.89666666666665,25.783307662575062
2023-05-04,219.3,0,0,3,0,5,124,18,183.4,210.7,195.3,287.8,206.40000000000003,18.116015014345898,223.13000000000002,26.648932824592976
2023-05-05,264.3,1,0,4,0,5,125,18,219.3,208.5,188.0,231.5,207.62857142857143,18.73719245117546,220.84666666666666,23.68678859666298
2023-05-06,242.4,0,0,5,1,5,126,18,264.3,229.7,244.1,201.0,215.6,28.49730981455389,221.94,24.9203503600768
2023-05-07,213.4,0,0,6,1,5,127,18,242.4,228.1,263.6,226.5,217.41428571428574,29.913677394096794,223.32000000000002,24.867017346761788
2023-05-08,202.0,0,0,0,0,5,128,19,213.4,192.5,202.9,266.6,215.31428571428572,29.552294246607968,222.88333333333333,24.924203488582016
2023-05-09,236.1,1,0,1,0,5,129,19,202.0,191.9,223.2,257.7,216.67142857142858,28.530434877262508,220.73,23.781420595020315
2023-05-10,176.5,0,0,2,0,5,130,19,236.1,183.4,251.0,199.7,222.9857142857143,26.98353995626646,220.01000000000002,22.935461926743894
2023-05-11,207.4,0,0,3,0,5,131,19,176.5,219.3,210.7,230.0,222.0,28.739519828974185,219.23666666666668,24.009846878446613
2023-05-12,237.6,1,0,4,0,5,132,19,207.4,264.3,208.5,206.5,220.29999999999998,29.27285431931777,218.48333333333332,24.015039588491163
2023-05-13,274.1,1,0,5,1,5,133,19,237.6,242.4,229.7,214.1,216.4857142857143,23.814731335277134,219.52,24.15078209628178
2023-05-14,221.0,0,0,6,1,5,134,19,274.1,213.4,228.1,212.3,221.0142857142857,31.37713756710071,221.51999999999998,26.092770831308563
2023-05-15,181.7,0,0,0,0,5,135,20,221.0,202.0,192.5,269.1,222.1,31.20074785428495,221.81,26.035047333453935
2023-05-16,174.7,0,0,1,0,5,136,20,181.7,236.1,191.9,235.0,219.20000000000002,34.18137894624306,218.89666666666665,25.444144144859415
2023-05-17,167.2,0,0,2,0,5,137,20,174.7,176.5,183.4,215.4,210.42857142857142,36.892353059756424,216.88666666666668,26.488484594101852
2023-05-18,173.1,0,0,3,0,5,138,20,167.2,207.4,219.3,214.3,209.09999999999997,38.4523081231804,215.28000000000003,28.000411327028335
2023-05-19,187.4,0,0,4,0,5,139,20,173.1,237.6,264.3,213.5,204.20000000000002,40.817724908018505,213.90666666666667,29.041159059862757
2023-05-20,242.7,0,0,5,1,5,140,20,187.4,274.1,242.4,195.3,197.0285714285714,38.30403435173713,213.0366666666667,29.441941504259685
2023-05-21,259.4,0,0,6,1,5,141,20,242.7,221.0,213.4,188.0,192.54285714285714,28.308470884340167,214.61666666666667,29.72775416704246
2023-05-22,206.6,0,0,0,0,5,142,21,259.4,181.7,202.0,244.1,198.0285714285714,37.09814524949178,216.99666666666664,30.37445028119973
2023-05-23,186.1,0,0,1,0,5,143,21,206.6,174.7,236.1,263.6,201.58571428571426,36.459814799832735,215.74666666666664,29.989788300334304
2023-05-24,178.7,0,0,2,0,5,144,21,186.1,167.2,176.5,202.9,203.21428571428572,35.29473183405849,213.16333333333336,29.048716314843396
2023-05-25,180.0,0,0,3,0,5,145,21,178.7,173.1,207.4,223.2,204.85714285714286,33.56420996353402,212.35666666666665,29.672856321878925
2023-05-26,192.0,0,0,4,0,5,146,21,180.0,187.4,237.6,251.0,205.84285714285713,32.56249668677444,210.91666666666666,30.172516420187048
2023-05-27,203.6,0,0,5,1,5,147,21,192.0,242.7,274.1,210.7,206.5,32.17234837558498,208.95,29.382245988187595
2023-05-28,185.3,0,0,6,1,5,148,21,203.6,259.4,221.0,208.5,200.91428571428568,27.958089382230142,208.7133333333333,29.396255137210513
2023-05-29,206.8,0,0,0,0,5,149,22,185.3,206.6,181.7,229.7,190.32857142857145,11.020846048242397,207.94,29.705596825491362
2023-05-30,194.9,0,0,1,0,5,150,22,206.8,186.1,174.7,228.1,190.35714285714286,11.070208842182536,207.17666666666668,29.420010587838476
2023-05-31,178.3,0,0,2,0,5,151,22,194.9,178.7,167.2,192.5,191.61428571428573,11.005669534597796,206.07,29.22962774191723
2023-06-01,217.6,0,0,3,0,6,152,22,178.3,180.0,173.1,191.9,191.55714285714288,11.08465262466695,205.59666666666666,29.569946104849453
2023-06-02,182.7,0,0,4,0,6,153,22,217.6,192.0,187.4,183.4,196.92857142857142,13.415875457297759,206.45333333333335,29.53170982279038
2023-06-03,217.2,0,0,5,1,6,154,22,182.7,203.6,242.7,219.3,195.6,14.40902494966299,206.42999999999998,29.550822965377076
2023-06-04,242.4,0,0,6,1,6,155,22,217.2,185.3,259.4,264.3,197.54285714285717,16.441092536979824,206.36,29.52175819453466
2023-06-05,160.6,0,0,0,0,6,156,23,242.4,206.8,206.6,242.4,205.7,22.428999086004872,205.63000000000002,28.28448033084981
2023-06-06,216.75,0,0,1,0,6,157,23,160.6,194.9,186.1,213.4,199.1,28.125433329995285,202.9033333333333,28.55905537090094
2023-06-07,272.9,1,0,2,0,6,158,23,216.75,178.3,178.7,202.0,202.2214285714286,28.78633728499899,203.015,28.60802018605171
2023-06-08,226.3,1,0,3,0,6,159,23,272.9,217.6,180.0,236.1,215.73571428571427,36.78018844302957,205.37833333333336,31.321177377277404
2023-06-09,182.6,0,0,4,0,6,160,23,226.3,182.7,192.0,176.5,216.97857142857143,37.000020913765056,205.05166666666665,31.039553418772073
2023-06-10,208.5,0,0,5,1,6,161,23,182.6,217.2,203.6,207.4,216.96428571428572,37.015477779411405,205.255,30.865560402583665
2023-06-11,240.9,0,0,6,1,6,162,23,208.5,242.4,185.3,237.6,215.72142857142856,37.152050831042764,205.29166666666666,30.868849613110058
2023-06-12,273.8,1,0,0,0,6,163,24,240.9,160.6,206.8,274.1,215.50714285714284,36.97643876591591,205.40166666666664,30.99357687443138
2023-06-13,198.9,0,0,1,0,6,164,24,273.8,216.75,194.9,221.0,231.67857142857142,33.55641837690241,205.39166666666668,30.97068715162293
2023-06-14,200.0,0,0,2,0,6,165,24,198.9,272.9,178.3,181.7,229.1285714285714,35.501770579588204,204.65500000000003,30.8492227309453
2023-06-15,282.7,1,0,3,0,6,166,24,200.0,226.3,217.6,174.7,218.71428571428572,30.918140768348824,205.26500000000001,30.55923346551781
2023-06-16,170.0,0,0,4,0,6,167,24,282.7,182.6,182.7,167.2,226.77142857142857,39.40768597984048,208.86499999999998,33.09093831059923
2023-06-17,280.0,1,0,5,1,6,168,24,170.0,208.5,217.2,173.1,224.97142857142856,41.9662449390664,208.95833333333334,32.97310838299603
2023-06-18,221.9,0,0,6,1,6,169,24,280.0,240.9,242.4,187.4,235.18571428571428,45.81395088003318,212.52166666666668,34.695586729521764
2023-06-19,190.8,0,0,0,0,6,170,25,221.9,273.8,160.6,242.7,232.4714285714286,45.98150767013894,213.67166666666665,34.404745270477676
2023-06-20,186.8,0,0,1,0,6,171,25,190.8,198.9,216.75,259.4,220.6142857142857,44.21558656444691,211.94166666666666,34.19900705186267
2023-06-21,193.2,0,0,2,0,6,172,25,186.8,200.0,272.9,206.6,218.8857142857143,45.425926098482186,209.52166666666668,33.28130282630344
2023-06-22,201.8,1,0,3,0,6,173,25,193.2,282.7,226.3,186.1,217.91428571428574,45.96659760345657,209.075,33.41153205313926
2023-06-23,181.9,0,0,4,0,6,174,25,201.8,170.0,182.6,178.7,206.35714285714286,36.067245396289955,209.59833333333333,33.161279048929046
2023-06-24,192.3,0,0,5,1,6,175,25,181.9,280.0,208.5,180.0,208.05714285714288,34.30538622154736,209.70499999999998,33.06346652977479
2023-06-25,240.4,0,0,6,1,6,176,25,192.3,221.9,240.9,192.0,195.52857142857144,13.133381677455615,210.11499999999998,32.75725544795808
2023-06-26,179.5,0,0,0,0,6,177,26,240.4,190.8,273.8,203.6,198.17142857142858,19.59597869340525,211.72833333333332,33.0250889041416
2023-06-27,213.0,0,0,1,0,6,178,26,179.5,186.8,198.9,185.3,196.55714285714288,20.73667099149562,210.925,33.51904952462858
2023-06-28,191.2,0,0,2,0,6,179,26,213.0,193.2,200.0,206.8,200.3,21.04423911668015,211.84833333333333,33.16851561588096
2023-06-29,186.0,0,0,3,0,6,180,26,191.2,201.8,282.7,194.9,200.0142857142857,21.16990226488476,211.32833333333335,33.37205025924789
2023-06-30,215.3,0,0,4,0,6,181,26,186.0,181.9,170.0,178.3,197.75714285714284,21.781250128100297,211.0316666666667,33.56214637862499
2023-07-01,244.6,0,0,5,1,7,182,26,215.3,192.3,280.0,217.6,202.52857142857144,21.383304568885617,212.265,32.99286012102523
2023-07-02,222.9,0,0,6,1,7,183,26,244.6,240.4,221.9,182.7,210.0,25.878240537821352,213.165,33.50765519842549
2023-07-03,155.7,0,0,0,0,7,184,27,222.9,179.5,190.8,217.2,207.5,23.153833375923043,214.505,33.047985879470374
2023-07-04,183.8,0,0,1,0,7,185,27,155.7,213.0,186.8,242.4,204.09999999999997,28.968143422272384,212.455,34.7392264371027
2023-07-05,201.7,0,0,2,0,7,186,27,183.8,191.2,193.2,160.6,199.92857142857142,29.569111940543493,210.50166666666664,34.64476992755694
2023-07-06,184.5,0,0,3,0,7,187,27,201.7,186.0,201.8,216.75,201.42857142857142,29.317782674554213,211.8716666666667,33.393437522067856
2023-07-07,178.7,0,0,4,0,7,188,27,184.5,215.3,181.9,272.9,201.21428571428572,29.454508911847533,210.79666666666668,33.74819007492629
2023-07-08,263.8,1,0,5,1,7,189,27,178.7,244.6,192.3,226.3,195.98571428571427,29.784024161253086,207.65666666666667,32.11340555113979
2023-07-09,222.4,0,0,6,1,7,190,27,263.8,222.9,240.4,182.6,198.72857142857143,35.367815609002385,208.9066666666667,33.561307086187135
2023-07-10,181.6,0,0,0,0,7,191,28,222.4,155.7,179.5,208.5,198.65714285714284,35.3113228838787,210.23333333333332,33.2709393059299
2023-07-11,179.9,0,0,1,0,7,192,28,181.6,183.8,213.0,240.9,202.35714285714286,31.17460810461298,209.33666666666667,33.67924238779894
2023-07-12,185.4,0,0,2,0,7,193,28,179.9,201.7,191.2,273.8,201.79999999999998,31.593564745582988,207.30333333333334,33.54908378761674
2023-07-13,171.8,0,0,3,0,7,194,28,185.4,184.5,186.0,198.9,199.4714285714286,32.19708652894533,204.35666666666665,31.314948323536658
2023-07-14,182.2,0,0,4,0,7,195,28,171.8,178.7,215.3,200.0,197.65714285714287,33.51227919946462,203.45333333333332,31.863845400048405
2023-07-15,235.7,0,0,5,1,7,196,28,182.2,263.8,244.6,282.7,198.15714285714287,33.207020198689946,202.85999999999999,32.095252629934784
2023-07-16,269.4,1,0,6,1,7,197,28,235.7,222.4,222.9,170.0,194.14285714285714,24.508220195331806,201.29333333333335,29.067969495214815
2023-07-17,193.0,0,0,0,0,7,198,29,269.4,181.6,155.7,280.0,200.85714285714286,36.863525656257224,204.60666666666665,30.980170892133103
2023-07-18,190.8,0,0,1,0,7,199,29,193.0,179.9,183.8,221.9,202.4857142857143,36.115205872846765,201.70666666666665,27.56285523137567
2023-07-19,202.5,0,0,2,0,7,200,29,190.8,185.4,201.7,190.8,204.04285714285714,35.202549961750414,200.67000000000002,27.36128840987395
2023-07-20,207.4,0,0,3,0,7,201,29,202.5,171.8,184.5,186.8,206.48571428571427,34.274306633951106,201.06,27.29906654966036
2023-07-21,211.2,0,0,4,0,7,202,29,207.4,182.2,178.7,193.2,211.57142857142858,30.727442364858863,201.74666666666664,27.186859571001563
2023-07-22,215.0,0,0,5,1,7,203,29,211.2,235.7,263.8,201.8,215.71428571428572,27.935546565348783,202.34666666666666,27.190360022643045
2023-07-23,302.4,1,0,6,1,7,204,29,215.0,269.4,222.4,181.9,212.7571428571429,26.52746106351302,202.78666666666666,27.287836539171277
2023-07-24,189.7,0,0,0,0,7,205,30,302.4,193.0,181.6,192.3,217.47142857142856,38.501286311226735,206.80333333333334,32.48167104726927
2023-07-25,207.7,0,0,1,0,7,206,30,189.7,190.8,179.9,240.4,217.0,38.86931094492597,206.71666666666667,32.525142352609215
2023-07-26,182.9,0,0,2,0,7,207,30,207.7,202.5,185.4,179.5,219.41428571428574,37.47040737130351,205.62666666666667,31.89931285967714
2023-07-27,211.6,0,0,3,0,7,208,30,182.9,207.4,171.8,213.0,216.6142857142857,39.61588185612058,205.74000000000004,31.809200577495393
2023-07-28,218.8,0,0,4,0,7,209,30,211.6,211.2,182.2,191.2,217.21428571428572,39.48465645333771,205.69333333333333,31.799207681881402
2023-07-29,225.8,0,0,5,1,7,210,30,218.8,215.0,235.7,186.0,218.29999999999998,39.396108098812775,206.61333333333332,31.764670608249617
2023-07-30,287.3,1,0,6,1,7,211,30,225.8,302.4,269.4,215.3,219.84285714285713,39.45676355805425,207.94,31.705135013226453
2023-07-31,281.0,1,0,0,0,7,212,31,287.3,189.7,193.0,244.6,217.68571428571428,34.26180714106361,210.34000000000003,34.85056374154467
2023-08-01,220.5,0,0,1,0,8,213,31,281.0,207.7,190.8,222.9,230.72857142857143,38.89711704337121,211.55333333333334,36.67058140021649
2023-08-02,186.7,0,0,2,0,8,214,31,220.5,182.9,202.5,155.7,232.55714285714288,37.922766123744125,211.47333333333336,36.64758479442249
2023-08-03,211.8,0,0,3,0,8,215,31,186.7,211.6,207.4,183.8,233.1,37.11199267083357,212.50666666666666,35.437822511658844
2023-08-04,290.8,1,0,4,0,8,216,31,211.8,218.8,211.2,201.7,233.1285714285714,37.092753752618385,213.44000000000003,35.02197930561287
2023-08-05,235.2,0,0,5,1,8,217,31,290.8,225.8,215.0,184.5,243.41428571428574,42.101758814069726,216.40999999999997,37.669958303941684
2023-08-06,257.7,0,0,6,1,8,218,31,235.2,287.3,302.4,178.7,244.75714285714284,41.59314274985152,218.1,37.324707542102225
2023-08-07,193.5,0,0,0,0,8,219,32,257.7,281.0,189.7,263.8,240.52857142857144,37.88666054984327,220.73333333333332,37.235803435286265
2023-08-08,222.5,0,0,1,0,8,220,32,193.5,220.5,207.7,222.4,228.02857142857144,36.725091980175975,218.39,36.6393546660533
2023-08-09,196.2,0,0,2,0,8,221,32,222.5,186.7,182.9,181.6,228.31428571428572,36.66448911282914,218.39333333333335,36.639736610005656
